gift_id	gift_type	name	description	mode	status	version	notes
plp_biosynthesis_r5p	metabolic	Ribose 5-phosphate and glyceraldehyde 3-phosphate to pyridoxal 5-phosphate	Encodes the DXP-independent route to pyridoxal 5-phosphate (vitamin B6): a single PdxS/PdxT synthase complex builds the pyridine ring from a pentose phosphate, a triose phosphate and the amide nitrogen of glutamine. A positive call means the genome encodes that complex.	anabolic	curated	1	Separate from the DXP-dependent capability because the input boundaries differ, following the precedent of the two methionine biosynthesis GIFTs. The two routes are near-disjoint across bacteria and together cover 4199 genomes.
plp_biosynthesis_dxp	metabolic	Erythrose 4-phosphate and DXP to pyridoxal 5-phosphate	Encodes the DXP-dependent route to pyridoxal 5-phosphate (vitamin B6), in which erythrose 4-phosphate is oxidised and transaminated to 4-phosphohydroxy-L-threonine, decarboxylated, condensed with 1-deoxy-D-xylulose 5-phosphate to pyridoxine 5-phosphate, and oxidised to the aldehyde.	anabolic	curated	1	Shares phosphoserine aminotransferase with serine biosynthesis. The marker is accepted for this reaction, not as evidence of vitamin B6 synthesis on its own; the other five reactions carry the claim.
biotin_biosynthesis	metabolic	Pimeloyl-CoA to biotin	Encodes assembly of the biotin bicyclic ring from a pimelate thioester: condensation with L-alanine, transamination, ring closure to dethiobiotin, and sulfur insertion by biotin synthase. A positive call means the genome encodes that route.	anabolic	curated	1	The precursor supply that makes the pimelate thioester is deliberately not curated: BioC/BioH, BioI, BioW and BioU are non-homologous solutions and no marker set spans them. The thioester carrier is not distinguished by the BioF marker, so the claim covers both the CoA and the acyl-carrier-protein forms.
quinolinate_biosynthesis_aspartate	metabolic	L-aspartate to quinolinate	Encodes de novo formation of the pyridine ring of NAD from L-aspartate and dihydroxyacetone phosphate. A positive call means the genome can build the ring rather than depending on an exogenous pyridine.	anabolic	curated	1	Cut at quinolinate so that de novo ring formation and pyridine salvage are separate claims that share no reactions.
namn_biosynthesis_quinolinate	metabolic	Quinolinate to nicotinate D-ribonucleotide	Encodes phosphoribosyl transfer onto quinolinate with decarboxylation, giving nicotinate D-ribonucleotide. This is the step at which de novo pyridine synthesis joins the shared nucleotide chemistry that both salvage and cobamide lower-ligand attachment also use.	anabolic	curated	1	Curated as its own GIFT so that the de novo and salvage capabilities can share the downstream adenylylation and amidation without duplicating them.
nad_biosynthesis_namn	metabolic	Nicotinate D-ribonucleotide to NAD	Encodes adenylylation of nicotinate D-ribonucleotide and amidation of the resulting deamido-NAD to NAD. A positive call means the genome completes the shared trunk that both de novo synthesis and pyridine salvage feed.	anabolic	curated	1	Shared by the de novo and salvage capabilities, which is why it is curated once rather than repeated in both.
namn_salvage_nicotinate	metabolic	Nicotinate to nicotinate D-ribonucleotide	Encodes recovery of an exogenous pyridine ring: nicotinate phosphoribosyltransferase converts acquired nicotinate into nicotinate D-ribonucleotide, which the shared trunk carries to NAD. A positive call means the genome can live on niacin; it does not mean the genome can make the ring.	anabolic	curated	1	The layer separates being able to use vitamin B3 from being able to make it. 6921 KEGG bacteria carry this salvage together with the trunk, against 6398 that can form quinolinate from aspartate.
corrin_ring_biosynthesis	metabolic	Uroporphyrinogen III to cobyrinate a,c-diamide	Encodes construction of the cobalt-loaded corrin ring from the tetrapyrrole branchpoint, by either the aerobic or the anaerobic route. A positive call means the genome encodes de novo corrin synthesis, which is the step that separates a corrinoid producer from a corrinoid salvager.	anabolic	curated	1	Recall is limited by gene fusion: Propionibacterium freudenreichii carries cysG_cbiX and a cobJ_cbiE_cbiG_cbiH fusion that KEGG assigns to none of the component orthology groups, so the industrial B12 producer is called incomplete with three named missing reactions. Pfam PF00590 covers every cobalt-precorrin methyltransferase and cannot resolve the individual steps, so no domain marker rescues it.
cobinamide_biosynthesis	metabolic	Cobyrinate a,c-diamide to adenosylcobinamide phosphate	Encodes adenosylation of the corrin ring, amidation of its remaining carboxylates, and attachment of the aminopropanol arm, giving the adenosylcobinamide phosphate that lower-ligand assembly requires.	anabolic	curated	1	Curated separately from the ring because the two are separately present: 4428 KEGG bacteria carry this chemistry against 1081 that also complete a corrin ring.
cobamide_nucleotide_loop_assembly	metabolic	Adenosylcobinamide phosphate and dimethylbenzimidazole to cobalamin	Encodes assembly of the cobamide nucleotide loop: guanylylation of adenosylcobinamide phosphate, transfer of the lower ligand onto nicotinate D-ribonucleotide, dephosphorylation, and joining of the two halves to give adenosylcobalamin. A positive call means the genome can attach a lower ligand; with 5,6-dimethylbenzimidazole as the ligand the product is vitamin B12, and 3044 bacteria carrying this capability encode no corrin ring at all, so a positive call is not evidence of production.	anabolic	curated	1	Declares nicotinate D-ribonucleotide as an input anchor because CobT consumes it, which is what connects the cobamide layer to NAD metabolism. The CobU kinase half of the bifunctional marker is what lets a salvager enter this capability from imported cobinamide.
dmb_biosynthesis_aerobic	metabolic	FMNH2 to 5,6-dimethylbenzimidazole	Encodes the oxygen-dependent BluB route to 5,6-dimethylbenzimidazole, the lower ligand that makes a cobamide into vitamin B12. A negative call does not establish that the genome cannot make the ligand: the anaerobic bza route has no orthology group and is not curated.	anabolic	curated	1	FMNH2 is declared as an input-only anchor. BluB destroys the flavin to build the benzimidazole ring, which is the one case in this layer where a cofactor is a substrate rather than a recycled participant.
menaquinone_biosynthesis	metabolic	Chorismate to menaquinone	Encodes synthesis of menaquinone (vitamin K2) from chorismate, by either the classical men route or the futalosine route. A positive call means the genome encodes one complete route to the prenylated, methylated naphthoquinone.	anabolic	curated	1	Two orphan steps are curated as not required: MenH, whose elimination also proceeds without a dedicated enzyme, and the DHNA-CoA thioesterase, which has several non-homologous replacements and no orthology group covering them. Requiring both would reduce the classical route from 3109 to 1355 bacterial genomes.
acetyl_coa_to_isocitrate	metabolic	Acetyl-CoA and oxaloacetate to isocitrate	Encodes condensation of acetyl-CoA with oxaloacetate to citrate and isomerisation to isocitrate by citrate synthase and aconitase. Isocitrate is exposed as the branchpoint between oxidative decarboxylation and the glyoxylate bypass. A positive call means this upper central-carbon segment is encoded; it does not mean either downstream fate or either derived cycle is complete.	catabolic	curated	1	Re-cut from acetyl_coa_to_oxoglutarate so that the oxidative and glyoxylate branches do not duplicate citrate synthase and aconitase. K01659 remains accepted at ambiguous confidence because it contains genuine citrate synthases as well as 2-methylcitrate synthases. K01681, K01682 and K27802 remain alternative aconitase markers. Full assessment in inst/doc/proposal-central-metabolic-cycles.md.
oxoglutarate_to_succinate	metabolic	2-oxoglutarate to succinate	Encodes the oxidative conversion of 2-oxoglutarate to succinate by any of three alternative implementations: the 2-oxoglutarate dehydrogenase complex, the ferredoxin-dependent 2-oxoglutarate oxidoreductase, or the 2-oxoglutarate decarboxylase bypass through succinate semialdehyde. Succinyl-CoA and succinate semialdehyde are internal intermediates.	catabolic	curated	1	The dehydrogenase complex is complete in 6902 organisms, the ferredoxin oxidoreductase in 3288 and the decarboxylase bypass in 1420; 8932 complete at least one. The bypass is the actinobacterial substitution that makes Mycobacterium tuberculosis and Corynebacterium glutamicum positive although both lack the E1o component. Direction is claimed for the GIFT as a whole and is honest for the dehydrogenase and decarboxylase routes, both of which release CO2 irreversibly; the ferredoxin route is the reductive citric acid cycle enzyme and is genuinely reversible, so its direction is a route-level claim the markers do not independently support. Making mode route-scoped is recorded as open question Q2 of inst/doc/proposal-central-metabolic-cycles.md. Succinyl-CoA synthetase is curated as one reaction with two enzyme systems rather than as separate ADP- and GDP-forming reactions, because K01899 and K01900 carry both EC numbers and no marker separates them.
succinate_fumarate_interconversion	metabolic	Succinate and fumarate interconversion	Encodes the quinone-dependent interconversion of succinate and fumarate. The mode is interconversion and not a direction, because succinate dehydrogenase and fumarate reductase are the same orthology group in most bacteria. A positive call states that the genome encodes the couple, not which way it runs, and it is not a claim about fumarate respiration.	interconversion	curated	1	K00239 is named by KEGG sdhA, frdA and K00240 sdhB, frdB: one group for both enzymes, present in 8047 organisms. The dedicated frdAB group K00244/K00245 exists in 1059, almost all Enterobacteriaceae, and 943 of the 1041 genomes carrying frdABCD also carry sdhABCD, so the split is a paralogue duplication within one clade rather than a functional partition. Two opposed directional GIFTs would therefore be complete on identical markers in 8047 genomes. Only the catalytic flavoprotein and iron-sulfur subunits are required; requiring the cytochrome b anchor K00241 as well would call a further 402 genomes negative on a poorly conserved membrane subunit. The generic quinone reaction RHEA:40523 is curated rather than the ubiquinone, menaquinone or rhodoquinone forms, because no marker distinguishes them; resolving that is the trigger recorded for splitting this GIFT.
fumarate_oxaloacetate_interconversion	metabolic	Fumarate and oxaloacetate interconversion	Encodes hydration of fumarate to (S)-malate and oxidation of (S)-malate to oxaloacetate, or the reverse. Malate is an internal intermediate of this GIFT and remains an input-only boundary elsewhere. The mode is interconversion because fumarase is a hydratase at equilibrium and NAD-dependent malate dehydrogenase runs towards malate in every genome using the reductive branch.	interconversion	curated	1	Fumarase is present in 10618 organisms and malate dehydrogenase or malate:quinone oxidoreductase in 9752; 9533 carry both. Rhea writes RHEA:12460 as (S)-malate = fumarate + H2O, so the traversal curated here records the hydratase step as reverse. Only malate:quinone oxidoreductase is effectively unidirectional towards oxaloacetate and it is one alternative system out of four, which is why the GIFT as a whole may not claim a direction. Splitting this GIFT at malate was assessed and deferred until a better-evidenced malate producer exists; see open question Q5 of inst/doc/proposal-central-metabolic-cycles.md.
chorismate_biosynthesis	metabolic	Phosphoenolpyruvate and erythrose 4-phosphate to chorismate	Encodes the shikimate pathway, the seven-step condensation and reduction sequence that builds chorismate from two central carbon intermediates. Chorismate is the branchpoint at which aromatic metabolism leaves central metabolism: phenylalanine, tyrosine, tryptophan, 4-aminobenzoate, menaquinone, salicylate and the enterobactin aryl group all descend from it, which is why the capability ends there rather than at any one of them.	anabolic	curated	1	Boundaries chosen independently of KEGG M00022, which shares them. The archaeal route to 3-dehydroquinate from 6-deoxy-5-ketofructose 1-phosphate and aspartate semialdehyde is deliberately outside this GIFT: it consumes different precursors, so it cannot be a route between these anchors.
salicylate_biosynthesis	metabolic	Chorismate to salicylate	Encodes the isochorismate-dependent formation of salicylate from chorismate. In bacteria salicylate is a siderophore building block rather than an end product, and the capability stops at the free acid because the ligases that commit it to pyochelin, yersiniabactin or mycobactin are separate, siderophore-specific chemistry.	anabolic	curated	1	One route of two reactions. PchA/PchB and the bifunctional salicylate synthases MbtI, Irp9 and YbtS run the same two transformations, so they are curated as alternative enzyme systems rather than as alternative routes.
indole_3_acetate_biosynthesis	metabolic	L-tryptophan to indole-3-acetate	Encodes the indole-3-acetamide route from tryptophan to the auxin indole-3-acetate. Cut at tryptophan rather than at chorismate because tryptophan is a branchpoint and a building block in its own right, and bundling aromatic amino acid biosynthesis into an auxin trait would make two independently useful capabilities inseparable.	anabolic	curated	1	Only the IAM route is curated. The indole-3-pyruvate, tryptamine, indole-3-acetonitrile and tryptophan side-chain oxidase routes are refused for want of markers that discriminate the activity; see inst/doc/proposal-shikimate-aromatics.md.
urate_degradation	metabolic	Urate to allantoin	Encodes oxidative opening of the purine ring of urate to allantoin: hydroxylation of urate to 5-hydroxyisourate and its hydrolysis and decarboxylation to (S)-allantoin. A positive call means the genome can begin mineralising host purine nitrogen. It does not mean the nitrogen is released as ammonium, which needs two further capabilities.	catabolic	curated	1	
allantoin_degradation	metabolic	Allantoin to glyoxylate and urea	Encodes hydrolysis of allantoin to glyoxylate and urea, by either the allantoicase route or the allantoate deiminase route. A positive call means the genome can consume allantoin whether or not it can make it: 774 of the 893 bacteria completing this capability carry no uricase of any kind, so this is a consumer trait as often as a continuation of urate catabolism.	catabolic	curated	1	Route-specific nitrogen fate: the deiminase route additionally releases two ammonium, the allantoicase route none. AMMONIUM is therefore not a declared output, because a GIFT anchor must hold for every route.
urea_hydrolysis	metabolic	Urea to ammonium	Encodes urease-mediated hydrolysis of urea to ammonium and hydrogencarbonate. A positive call means the genome encodes the nickel-dependent urease catalytic core. It does not mean urea is available, nor that the ammonium is assimilated, nor that the pH rise urease causes is physiologically relevant.	catabolic	curated	1	The UreD, UreE, UreF and UreG maturation proteins are deliberately not curated as components of the catalytic system. They perform nickel insertion rather than catalysis, and requiring all four drops the capability from 3725 to 2741 bacteria.
nitrate_assimilation	metabolic	Nitrate to ammonium	Encodes assimilatory reduction of nitrate to ammonium: nitrate to nitrite by an assimilatory nitrate reductase, then nitrite to ammonium by a ferredoxin- or NAD(P)H-dependent nitrite reductase. A positive call means the genome can use nitrate as a nitrogen source. It is not a claim about nitrate respiration, denitrification or dissimilatory reduction, none of which giftr models, because giftr models no electron acceptors.	anabolic	curated	1	Mode is anabolic on the SULFIDE precedent: assimilable inorganic nutrients enter giftr as inputs to anabolic capabilities. A fifth assimilatory mode was considered and deferred.
betaine_demethylation	metabolic	Glycine betaine to sarcosine	Encodes oxidative demethylation of glycine betaine to sarcosine through N,N-dimethylglycine. Every curated route is aerobic, because the first step is a Rieske monooxygenase that consumes molecular oxygen. A positive call means that chemistry is encoded; the anaerobic betaine reductase route to trimethylamine is a different capability and is not curated.	catabolic	curated	1	
sarcosine_demethylation	metabolic	Sarcosine to glycine	Encodes demethylation of sarcosine to glycine, by the oxygen-dependent sarcosine oxidases or by the ferredoxin-dependent dehydrogenase. This is the shared tail of betaine and creatinine catabolism, curated once and reached from both by composition rather than duplicated in either.	catabolic	curated	1	
creatinine_degradation	metabolic	Creatinine to sarcosine and urea	Encodes hydrolysis of creatinine to creatine and its cleavage to sarcosine and urea. A positive call requires both enzymes: 2431 bacteria carry the creatininase fold and only 194 also carry creatinase, so the first enzyme alone would over-call the capability more than tenfold.	catabolic	curated	1	The creatinine deiminase route is refused: K01485 is a cytosine/creatinine deaminase, one accession for two activities, and the cytosine activity is the common one.
carnitine_degradation_trimethylamine	metabolic	L-carnitine to trimethylamine	Encodes carnitine monooxygenase, the Rieske oxygenase that cleaves L-carnitine to trimethylamine and a four-carbon aldehyde. A positive call means the genome encodes that chemistry. It does not mean trimethylamine is produced or released, and it says nothing about host trimethylamine N-oxide, which requires a host flavin monooxygenase giftr does not model.	catabolic	curated	1	
carnitine_to_betaine	metabolic	L-carnitine to glycine betaine	Encodes the dehydrogenase route from L-carnitine to glycine betaine: oxidation to 3-dehydrocarnitine, acetyl-CoA-dependent retro-Claisen cleavage to betainyl-CoA, and thioester hydrolysis. This route releases no trimethylamine, which is why it is a separate capability from carnitine monooxygenase rather than a second route of it.	catabolic	curated	1	The betainyl-CoA thioesterase step is curated with required = 0. Its only marker, K27497, is a bifunctional protein that also carries the first step, and requiring it drops the capability from 944 to 256 bacteria.
methylamine_degradation	metabolic	Methylamine to ammonium	Encodes methylamine dehydrogenase, the tryptophan-tryptophylquinone enzyme that oxidises methylamine to formaldehyde and ammonium. Both subunits are jointly required. Formaldehyde is left as an internal product: it is a transient the cell detoxifies immediately and giftr has no consumer for it.	catabolic	curated	1	The N-methylglutamate route is deferred: its four jointly required subunits complete in 46 bacteria, where single missing annotations would dominate the call.
taurine_desulfonation_aerobic	metabolic	Taurine to sulfite	Encodes taurine dioxygenase, the 2-oxoglutarate-dependent enzyme that releases the sulfonate sulfur of taurine as sulfite. A positive call means the genome can obtain sulfur from taurine. It leaves the nitrogen on aminoacetaldehyde and makes no nitrogen claim, and it is not a claim that hydrogen sulfide is formed.	catabolic	curated	1	
taurine_degradation_sulfoacetaldehyde	metabolic	Taurine to sulfite through sulfoacetaldehyde	Encodes removal of the taurine amino group by transamination or dehydrogenation and cleavage of the resulting sulfoacetaldehyde to acetyl phosphate and sulfite. A positive call means the genome encodes that chemistry. It is emphatically not a claim that hydrogen sulfide is produced: reducing sulfite to sulfide is dissimilatory sulfite reduction, which is respiration and out of scope.	catabolic	curated	1	The nitrogen fate differs by route -- L-alanine from the transaminase, ammonium from the dehydrogenase -- so neither is a declared output and the GIFT makes no nitrogen claim. Acetyl phosphate is left internal rather than declared.
taurine_uptake_abc	metabolic	Taurine uptake	Encodes ATP-dependent import of taurine by the TauABC periplasmic-binding-protein-dependent transporter, the step that separates a genome able to consume taurine released by bile-salt hydrolysis from one that merely encodes the desulfonation enzymes.	transport	curated	1	
ammonium_assimilation	metabolic	Ammonium and 2-oxoglutarate to glutamate	Encodes assimilation of ammonium into glutamate, by the glutamine synthetase/glutamate synthase cycle or by glutamate dehydrogenase. A positive call is uninformative on its own, since 9482 of 10151 bacteria have it; the informative call is the negative one, which identifies genomes dependent on preformed amino acids. The capability exists in giftr so that ammonium is a boundary with a consumer rather than a terminal one.	anabolic	curated	1	
benzoate_degradation_catechol	metabolic	Benzoate to catechol	Encodes ring dihydroxylation of benzoate and decarboxylating rearomatisation to catechol, the entry most aerobic peripheral aromatic routes use to reach the ring-cleavage node. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate. The benzoate 1,2-dioxygenase orthologues KEGG names benA and benB are benzoate/toluate enzymes: the call is honest for benzoate, which is within the enzyme's range, and for that reason no separate methylbenzoate or xylene-derived GIFT may be curated on the same markers, since the two traits would be indistinguishable.	catabolic	curated	1	The markers are orthology groups for the substrate-determining subunits; the shared ferredoxin and ferredoxin reductase components of the same system are deliberately not required, because they are interchangeable between systems and are annotated two to three times less often than the subunits they serve, so requiring them would report an annotation gap as a missing capability.
anthranilate_degradation_catechol	metabolic	Anthranilate to catechol	Encodes oxidative deamination and decarboxylation of anthranilate to catechol in one step, a second peripheral entry into the ring-cleavage node. Anthranilate is a kynurenine-pathway catabolite of tryptophan in host and microbe alike rather than an industrial compound. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate.	catabolic	curated	1	The markers are orthology groups for the substrate-determining subunits; the shared ferredoxin and ferredoxin reductase components of the same system are deliberately not required, because they are interchangeable between systems and are annotated two to three times less often than the subunits they serve, so requiring them would report an annotation gap as a missing capability. Two alternative systems are curated, the antAB and andAcAd oxygenases, because they are non-homologous solutions annotated to different orthology groups.
phenol_hydroxylation	metabolic	Phenol to catechol	Encodes hydroxylation of phenol to catechol by the multicomponent phenol 2-monooxygenase. Phenol is a product of microbial tyrosine fermentation as well as an industrial compound. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate. KEGG module M00548 attaches the same marker set to benzene oxidation as well; that claim is not made here, because the enzyme is a phenol hydroxylase and giftr has no marker that evidences benzene as the substrate.	catabolic	curated	1	All six subunits of the dmp/pox/tom system are jointly required. Unlike the Rieske systems in this layer, these components are the enzyme rather than interchangeable electron carriers.
catechol_ortho_cleavage	metabolic	Catechol to 3-oxoadipate by ortho cleavage	Encodes intradiol cleavage of catechol between the hydroxyls and conversion of the muconate through two lactones to 3-oxoadipate: the beta-ketoadipate pathway. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate. Ortho and meta cleavage are curated as separate GIFTs rather than alternative routes of one, because they produce different compounds and reach central metabolism at different points.	catabolic	curated	1	The lactone hydrolysis step carries two alternative systems, the standalone pcaD hydrolase and the fused pcaL protein that also decarboxylates.
oxoadipate_activation	metabolic	3-Oxoadipate to 3-oxoadipyl-CoA	Encodes CoA transfer from succinyl-CoA onto 3-oxoadipate, the activation step that commits the ortho-cleavage product to thiolysis. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate.	catabolic	curated	1	Curated as its own GIFT because 3-oxoadipyl-CoA is where the ortho-cleavage funnel and the aerobic phenylacetate route converge, and duplicating either segment inside the other would break composition through declared anchors.
oxoadipyl_coa_thiolysis	metabolic	3-Oxoadipyl-CoA to succinyl-CoA and acetyl-CoA	Encodes thiolytic cleavage of 3-oxoadipyl-CoA, the single step that delivers aromatic carbon into central metabolism. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate.	catabolic	curated	1	The thiolase orthologue is shared with the phenylacetate route, which is why it is curated once here rather than inside each upstream GIFT.
catechol_meta_cleavage	metabolic	Catechol to 2-oxopent-4-enoate by meta cleavage	Encodes extradiol cleavage of catechol adjacent to the hydroxyls and conversion of the resulting semialdehyde to 2-oxopent-4-enoate, by either the hydrolytic or the 4-oxalocrotonate branch. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate.	catabolic	curated	1	K07104 is deliberately refused as evidence of catechol 2,3-dioxygenase. It is assigned in 2081 KEGG genomes dominated by Bacillus, Streptococcus, Staphylococcus and Listeria, only 276 of which carry any lower meta pathway gene, and accepting it would put an over-broad marker in reach of every future GIFT that declares this activity. K00446 is used instead, corroborated by NCBIfam TIGR03211.
oxopentenoate_degradation	metabolic	2-Oxopent-4-enoate to pyruvate and acetyl-CoA	Encodes hydration, retro-aldol cleavage and acylating oxidation of 2-oxopent-4-enoate to pyruvate and acetyl-CoA. This is the common lower route of meta cleavage, shared by catechol, dihydroxyphenylpropanoate and, where their evidence permits, the biphenyl, cumate and xylene routes. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate.	catabolic	curated	1	Curated once as an atomic GIFT rather than duplicated inside every upper route that ends here, which is what composition through declared anchors is for. Two alternative system sets are curated per step, the mhp and the bph/xyl/tes enzymes.
phenylacetate_degradation	metabolic	Phenylacetate to 3-oxoadipyl-CoA	Encodes the aerobic CoA-dependent route: activation of phenylacetate to its CoA thioester, epoxidation of the ring, isomerisation to the oxepin, hydrolytic ring opening, and beta-oxidation to 3-oxoadipyl-CoA. Phenylacetate is a phenylalanine fermentation product, which makes this the entry into the layer that host-associated genomes most often carry. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate.	catabolic	curated	1	Ends at 3-oxoadipyl-CoA so that the terminal thiolysis is not duplicated: oxoadipyl_coa_thiolysis carries it once for this route and for the ortho-cleavage funnel alike. The route's last three steps use chain-generic beta-oxidation orthologues, one of which is already curated for butyrate formation; the specificity of the claim rests on paaK and the epoxidase, not on the tail.
phenylpropanoate_dihydroxylation	metabolic	3-Phenylpropanoate to 3-(2,3-dihydroxyphenyl)propanoate	Encodes ring dihydroxylation of 3-phenylpropanoate and dehydrogenation of the diol to the catecholic phenylpropanoid. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate. trans-Cinnamate is the same enzyme's other substrate, and Rhea gives the two reactions separate masters, but no marker in any namespace separates them: KEGG names the orthologue a 3-phenylpropionate/trans-cinnamate dioxygenase and NCBIfam NF042946 carries the same dual name. Curating cinnamate as a second GIFT would create two traits with identical evidence, so it is deliberately not curated and cinnamate is not claimed.	catabolic	curated	1	The markers are orthology groups for the substrate-determining subunits; the shared ferredoxin and ferredoxin reductase components of the same system are deliberately not required, because they are interchangeable between systems and are annotated two to three times less often than the subunits they serve, so requiring them would report an annotation gap as a missing capability.
hydroxyphenylpropanoate_hydroxylation	metabolic	3-(3-Hydroxyphenyl)propanoate to 3-(2,3-dihydroxyphenyl)propanoate	Encodes flavin-dependent hydroxylation of the meta-hydroxylated phenylpropanoid to the catecholic one, the second entry into the same ring-cleavage node. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate.	catabolic	curated	1	Curated separately from the dioxygenase entry because the substrates differ; KEGG module M00545 ORs the two into one module, which giftr cannot do, since a route must connect the GIFT's own declared boundaries.
dihydroxyphenylpropanoate_degradation	metabolic	3-(2,3-Dihydroxyphenyl)propanoate to 2-oxopent-4-enoate and succinate	Encodes extradiol cleavage of the catecholic phenylpropanoid and hydrolysis of the ring-opened product, releasing succinate and 2-oxopent-4-enoate. A positive call means the genome encodes one complete curated route. It does not mean the compound is encountered, taken up, degraded in situ, or degraded at any rate.	catabolic	curated	1	Ends at 2-oxopent-4-enoate rather than at pyruvate and acetyl-CoA, so that the shared lower route is composed through the anchor instead of duplicated.
glutamine_biosynthesis	metabolic	L-glutamate and ammonium to L-glutamine	Encodes the ATP-dependent amidation of L-glutamate by glutamine synthetase. Glutamine is curated as its own capability rather than as part of ammonium assimilation because it is a required precursor elsewhere in the database -- pyrimidine, pyridoxal phosphate, tryptophan and histidine biosynthesis all consume its amide nitrogen -- and because a genome can carry glutamine synthetase without any glutamate synthase, in which case it amidates glutamate it cannot itself make.	anabolic	curated	1	
alanine_biosynthesis	metabolic	Pyruvate to L-alanine	Encodes the formation of L-alanine from pyruvate, either by transamination from L-glutamate or by reductive amination with ammonium. KEGG has no module for alanine, and the textbook alanine transaminase orthology group K00814 is annotated in a single bacterial genome, so the trait is curated from the alanine-synthesising transaminases and alanine dehydrogenase instead. Only pyruvate is declared as a boundary: the two routes use different nitrogen donors, so declaring either would claim a requirement that half the routes do not have.	anabolic	curated	1	
aspartate_biosynthesis	metabolic	Oxaloacetate to L-aspartate	Encodes the transamination that turns the citric acid cycle intermediate oxaloacetate into L-aspartate. One reaction, curated as a capability because it is the entry point of the entire aspartate family -- asparagine, the aspartate 4-semialdehyde trunk, lysine, threonine and methionine -- and because three curated GIFTs already declare L-aspartate as an input that nothing in the database produced.	anabolic	curated	1	
asparagine_biosynthesis	metabolic	L-aspartate to L-asparagine	Encodes the ATP-dependent amidation of L-aspartate, by the ammonia-dependent ligase AsnA or by the glutamine-hydrolysing synthase AsnB. Only aspartate is declared as a boundary: the two routes differ in nitrogen source, and unlike the methionine pair -- where sulfide and cysteine are genuinely different nutritional situations -- ammonium and the glutamine amide are interchangeable intracellular nitrogen, so the difference does not justify two capabilities.	anabolic	curated	1	
dap_biosynthesis	metabolic	L-aspartate 4-semialdehyde to meso-diaminopimelate	Encodes the diaminopimelate branch from the aspartate trunk to meso-2,6-diaminopimelate, by any of four alternative routes: succinylated, acetylated, dehydrogenase and aminotransferase. KEGG draws these as four separate modules, each repeating the aspartate kinase and semialdehyde dehydrogenase steps that giftr curates separately, and each scoring badly alone -- 51.4, 5.6, 6.8 and 17.2 per cent of bacterial genomes. As alternative routes of one capability they cover 75.3 per cent, which is what the route layer exists to express. The capability ends at meso-diaminopimelate rather than at lysine because that molecule is also the peptidoglycan cross-link residue.	anabolic	curated	1	
lysine_biosynthesis_dap	metabolic	meso-diaminopimelate to L-lysine	Encodes the decarboxylation that commits meso-diaminopimelate to L-lysine. Curated separately from the diaminopimelate branch because the two are separately informative: a genome can make the peptidoglycan precursor without making the amino acid, and LysA is present in 85.6 per cent of bacterial genomes while the branch that supplies it completes in 75.3 per cent.	anabolic	curated	1	
oxoisovalerate_biosynthesis	metabolic	Pyruvate to 3-methyl-2-oxobutanoate	Encodes the acetohydroxyacid pathway from two pyruvates to 3-methyl-2-oxobutanoate, the branchpoint 2-oxo acid that supplies valine, leucine and pantothenate. Cut here rather than at valine because the same three enzymes also serve the isoleucine branch on a different substrate, so the 2-oxo acid, not the amino acid, is what the evidence identifies -- and because pantothenate biosynthesis already declared this molecule as an input that nothing produced.	anabolic	curated	1	
valine_biosynthesis	metabolic	3-methyl-2-oxobutanoate to L-valine	Encodes the branched-chain transamination that turns 3-methyl-2-oxobutanoate into L-valine. One reaction, curated as a capability because it is the step that establishes valine identity and because the branchpoint before it feeds pantothenate and leucine as well. The same aminotransferase serves leucine and isoleucine, so the marker fires for all three; what separates the three traits is the 2-oxo acid supply, and each of those is separately evidenced.	anabolic	curated	1	
leucine_biosynthesis	metabolic	3-methyl-2-oxobutanoate to L-leucine	Encodes the isopropylmalate chain extension that adds one carbon to 3-methyl-2-oxobutanoate, followed by transamination to L-leucine. Extended past the module boundary, which stops at 2-oxoisocaproate, because the amino acid is the capability a reader is asking about and the transamination is the same enzyme already curated for valine.	anabolic	curated	1	
